Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Utilities,Public corporation,Professional (non-licensed),Senior Supply Chain Analyst,For an organization,,,,Rent,71-80,No,650000.0,40,,6000000.0,3.5,,150000.0,No,46-50,,,,261000.0,0.0,25000.0,96000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Data Scientist,For an organization,,,,Rent,91-100,No,1700000.0,40,,2000000.0,3.5,0.0,60000.0,Partially,36-40,,,,778000.0,4000.0,275600.0,275600.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Engineering (NOT software),Private corporation,Management - Middle / Lower,Technical Manager,For an organization,,,,Own,61-70,No,1100000.0,66,,2500000.0,3.5,,75000.0,No,51-55,,,,926200.0,70600.0,108000.0,108000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,3,Financial Services,Public corporation,Professional (licensed / certificated),Actuary,For an organization,,,,Own,51-60,Yes,,,No,5000000.0,3.5,,150000.0,Partially,46-50,3000000.0,,,1400000.0,160000.0,196500.0,300000.0,2022
1,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer II,For an organization,,,,Rent,61-70,No,2400000.0,4.5,,2400000.0,3.5,,84000.0,Yes,41-45,,,,81101.0,50364.0,131414.0,133045.0,2022
1,Yes,United States Dollars (USD),41-45,Married,2,2,Engineering (NOT software),Public corporation,Professional (non-licensed),Engineer,For an organization,,,,Own,61-70,No,2100000.0,70,,2400000.0,3.5,20000.0,55000.0,No,46-50,,,,2223000.0,0.0,68000.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Healthcare,Public agency (Government),Professional (licensed / certificated),Research Instructor,For an organization,,,,Own,81-90,No,1800000.0,49,,2000000.0,3.5,42000.0,80000.0,Partially,46-50,,,,1534180.0,95000.0,258192.0,256812.0,2022
1,No,Canadian Dollars (CAD),41-45,Divorced,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Technical Account Manager,For an organization,,,,Own,51-60,Yes,,,No,1152959.2621060724,3.5,76863.95080707148,53804.76556495004,No,46-50,614911.6064565718,,,1460415.0653343583,253651.0376633359,107609.53112990008,107609.53112990008,2022
1,Yes,United States Dollars (USD),46-50,Married,2,0,Engineering (NOT software),Public corporation,Professional (non-licensed),Test engineer,For an organization,,,,Own,71-80,No,2500000.0,88,,2500000.0,3.5,90000.0,90000.0,Partially,46-50,,,,2524000.0,2000.0,75000.0,180000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Financial Services,Private corporation,Management - Middle / Lower,Operations Manager,For an organization,,,,Own,71-80,No,1800000.0,15,,2000000.0,3.5,70000.0,70000.0,Partially,36-40,,,,664500.0,242000.0,144100.0,137200.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Healthcare,Private corporation,Professional (licensed / certificated),Physician,For an organization,,,,Live with family or friends,71-80,No,1500000.0,12,,5000000.0,3.5,,120000.0,Partially,46-50,,,,689000.0,440000.0,390000.0,420000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,,Healthcare,Public corporation,Management - Middle / Lower,Imaging Manager,For an organization,,,,Own,51-60,No,1750000.0,63,,1750000.0,3.5,,,Yes,36-40,,,,1905000.0,0.0,214450.0,215000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Energy,Private corporation,Professional (licensed / certificated),Senior Engineer,For an organization,,,,Own,71-80,No,4000000.0,50,,6000000.0,3.5,75000.0,190000.0,Undecided,46-50,,,,2170000.0,170000.0,350000.0,350000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Engineering (NOT software),Private corporation,Professional (non-licensed),Senior Engineer,For an organization,,For myself,,Own,71-80,Yes,,,No,4000000.0,3.5,200000.0,150000.0,Partially,41-45,3000000.0,,,3985000.0,0.0,100000.0,150000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,1,Information Technology (incl. software engineering),Public corporation,Marketing,Senior marketing manager,For an organization,,,,Own,81-90,No,4000000.0,25,,4000000.0,3.5,200000.0,150000.0,Undecided,46-50,,,,1190000.0,220000.0,117500.0,350000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Consultant,Solution Consultant,For an organization,,,,Own,91-100,No,3500000.0,21,,3500000.0,3.5,50000.0,120000.0,Partially,41-45,,,,1523000.0,298000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Professional & Business Services,Private corporation,Consultant,,For an organization,,,,Rent,81-90,No,2250000.0,21.6,,2300000.0,3.5,30000.0,62000.0,Yes,41-45,,,,486672.0,35000.0,172756.0,172756.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Senior Accounting Manager,For an organization,,,,Rent,71-80,No,1750000.0,10.4,,2250000.0,3.5,,60000.0,Undecided,51-55,,,,199200.0,0.0,133000.0,133000.0,2022
2,No,Euros (EUR),41-45,Married,1,1,Information Technology (incl. software engineering),Public agency (Government),Information technology,System Administrator,For an organization,,,,Rent,51-60,No,2523659.305993691,45,,2523659.305993691,3.5,16824.395373291274,57833.85909568875,Partially,51-55,,,,1062039.9579390115,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,,Engineering (NOT software),Public corporation,Professional (non-licensed),Mechanical Engineer,For an organization,,,,Own,61-70,No,1000000.0,30,,1000000.0,3.5,30000.0,35000.0,Partially,41-45,,,,552874.0,48000.0,110000.0,110000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Engineering (NOT software),Private corporation,Professional (non-licensed),Senior Mechanical Engineer,For an organization,,,,Rent,81-90,No,4000000.0,2.5,,4000000.0,3.5,36000.0,100000.0,Yes,51-55,,,,133000.0,42000.0,209000.0,209000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Software engineering manager,For an organization,,,,Own,71-80,No,2000000.0,35,,2500000.0,3.5,20000.0,70000.0,Yes,41-45,,,,0.0,0.0,194200.0,194200.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Information Technology (incl. software engineering),Public corporation,Program staff,analyst,For an organization,,,,Own,71-80,No,3000000.0,33,,5000000.0,3.5,40000.0,150000.0,Undecided,56-60,,,,1927000.0,280000.0,286000.0,292000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,3,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,For an organization,,,,Own,81-90,No,3000000.0,15,,2000000.0,3.5,,100000.0,Partially,41-45,,,,995000.0,475000.0,0.0,256000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,IT supervisor,For an organization,,,,Own,61-70,No,2500000.0,20,,2500000.0,3.5,20000.0,85000.0,Undecided,46-50,,,,787000.0,187000.0,155800.0,160000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Engineering (NOT software),Public corporation,Administrative staff,HR Program Manager,For an organization,,,,Own,81-90,No,3000000.0,50,,4000000.0,3.5,,100000.0,Undecided,41-45,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,2,Information Technology (incl. software engineering),Public corporation,Information technology,software engineer,For an organization,,,,Rent,91-100,No,1250000.0,75,,1500000.0,3.5,10000.0,50000.0,Undecided,36-40,,,,625000.0,0.0,25000.0,250000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Private corporation,Information technology,Quality Engineer,For an organization,,,,Own,71-80,No,850000.0,30,,1200000.0,3.5,,30000.0,Undecided,41-45,,,,553422.0,181000.0,112686.0,115000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Public Administration (Civilian Government),Public agency (Government),Management - Upper,,For an organization,,,,Rent,1-20,No,2000000.0,20,,4000000.0,3.5,15000.0,150000.0,Partially,56-60,,,,325300.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Developer,For an organization,,,,Own,81-90,No,1600000.0,11,,1800000.0,3.5,32000.0,50000.0,Undecided,41-45,,,,602841.0,157285.0,131040.0,131040.0,2022
2,Yes,United States Dollars (USD),26-30,Married,2,0,Engineering (NOT software),Public corporation,Management - Middle / Lower,Engineer,For an organization,,,,Own,71-80,No,4000000.0,10,,4000000.0,3.5,,175000.0,Undecided,56-60,,,,781500.0,338000.0,183300.0,195000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Nonprofit corporation,Information technology,,"For an organization,For myself",,,,Own,81-90,No,2000000.0,35,,3000000.0,3.5,80000.0,60000.0,No,41-45,,,,1550000.0,576777.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,1,0,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,Own,71-80,Yes,,,No,2200000.0,3.5,0.0,75000.0,Partially,36-40,1800000.0,,,2675000.0,30000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,1,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Engineering Manager,For an organization,,,,Own,91-100,Yes,,,No,,3.5,,,No,Undecided,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,,,Professional & Business Services,Public corporation,Management - Middle / Lower,Sr. Director of Strategy,For an organization,,,,Own,81-90,No,2200000.0,19,,2200000.0,3.5,70000.0,55000.0,Partially,46-50,,,,1564283.0,465000.0,178123.0,178310.0,2022
2,Yes,United States Dollars (USD),46-50,Married,,,Public Administration (Civilian Government),Public agency (Government),Management - Upper,,For an organization,,,,Own,81-90,Yes,,,No,5000000.0,3.5,200000.0,150000.0,No,61-65,2000000.0,,,3610000.0,400000.0,230000.0,230000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,4,Public Administration (Civilian Government),Public agency (Government),Management - Middle / Lower,Patrol Sergeant,For an organization,,,,Own,61-70,No,2000000.0,33,,4000000.0,3.5,105000.0,80000.0,Undecided,51-55,,,,904000.0,0.0,22000.0,111000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Energy,Private corporation,Professional (licensed / certificated),Senior Reactor Operator,For an organization,,,,Own,61-70,No,2000000.0,43,,3000000.0,3.5,100000.0,80000.0,Undecided,46-50,,,,1030315.0,260000.0,260000.0,260000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,3,0,Energy,Public corporation,Professional (non-licensed),Senior Vice President,For an organization,,,,Own,81-90,No,3500000.0,25,,4000000.0,3.5,,150000.0,No,56-60,,,,1600000.0,550000.0,283000.0,540000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Pharmacy Manager,For an organization,,,,Rent,41-50,No,1500000.0,23,,2000000.0,3.5,30000.0,60000.0,Partially,46-50,,,,323013.0,1207.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,UX designer,For an organization,,,,Rent,131-140,No,1000000.0,12,,2000000.0,3.5,24000.0,70000.0,Undecided,31-35,,,,176000.0,70000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Manufacturing,Public corporation,Marketing,Product Manager,For an organization,,,,Own,71-80,No,3000000.0,33,,3000000.0,3.5,60000.0,120000.0,Yes,46-50,,,,1480000.0,207000.0,303000.0,300000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Financial Services,Private corporation,Professional (licensed / certificated),senior underwriting associate,For an organization,,,,Live with family or friends,81-90,No,850000.0,25,,950000.0,3.5,35000.0,30000.0,Yes,51-55,,,,263001.0,0.0,24000.0,63000.0,2022
1,Yes,United States Dollars (USD),36-40,Married,,,Healthcare,Private corporation,Consultant,Compliance,For an organization,,,,Own,81-90,No,15000000.0,40,,1500000.0,3.5,10000.0,60000.0,Yes,46-50,,,,600000.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,0,Financial Services,Public corporation,Professional (licensed / certificated),Commercial Consultant,For an organization,,,,Own,61-70,No,1300000.0,21,,2300000.0,3.5,48000.0,80000.0,No,41-45,,,,511000.0,299000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,Married,2,0,Information Technology (incl. software engineering),Public corporation,Information technology,Machine Learning Tech Lead,For an organization,,,,Own,91-100,No,2500000.0,30,,25000000.0,3.5,100000.0,1000000.0,Undecided,41-45,,,,2030000.0,660000.0,208500.0,380000.0,2022
1,Yes,United States Dollars (USD),31-35,"Divorced - In a relationship, but not married",,,Other Services,Public corporation,Professional (non-licensed),,For an organization,,,,Rent,91-100,No,1700000.0,60,,1700000.0,3.5,60000.0,50000.0,Partially,Undecided,,,,1000000.0,0.0,114500.0,130000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,2,Financial Services,Private corporation,Professional (non-licensed),Senior Vice President,For an organization,,,,Rent,91-100,No,3000000.0,25,,4000000.0,3.5,,100000.0,Partially,41-45,,,,550000.0,0.0,176000.0,300000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Engineering (NOT software),Private corporation,Professional (non-licensed),Process Engineer,For an organization,,,,Own,61-70,No,1000000.0,65,,2000000.0,3.5,2500.0,45000.0,Undecided,41-45,,,,1030000.0,200000.0,151000.0,145000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,,,Rent,91-100,No,4000000.0,10,,4000000.0,3.5,,150000.0,Partially,51-55,,,,0.0,0.0,0.0,380000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Senior product manager,For an organization,,,,Own,71-80,No,1200000.0,35,,1500000.0,3.5,,50000.0,Partially,36-40,,,,945000.0,280000.0,308500.0,310000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Data Analyst,For an organization,,,,Live with family or friends,81-90,No,1500000.0,13,,1500000.0,3.5,25000.0,50000.0,Yes,46-50,,,,210000.0,14500.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Data Analyst,For an organization,,,,Live with family or friends,81-90,No,1500000.0,13,,1500000.0,3.5,25000.0,52000.0,Yes,46-50,,,,210000.0,14500.0,131000.0,131000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,2,0,Information Technology (incl. software engineering),Public corporation,Information technology,Staff Software Engineer,For an organization,,,,Own,51-60,No,2000000.0,50,,2000000.0,3.5,,60000.0,Partially,36-40,,,,1400000.0,250000.0,50000.0,300000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Embedded Software Engineer,For an organization,,,,Rent,91-100,No,1500000.0,10,,2000000.0,3.5,20000.0,70000.0,Partially,31-35,,,,170000.0,0.0,207800.0,210000.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Manager,For an organization,,,,Own,91-100,No,5000000.0,60,,5000000.0,3.5,96000.0,90000.0,Yes,51-55,,,,5200000.0,1400000.0,600000.0,618000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Information Technology (incl. software engineering),Private corporation,Sales,,For an organization,,,,Own,71-80,No,2000000.0,50,,5000000.0,3.5,200000.0,150000.0,No,51-55,,,,1450000.0,100000.0,80000.0,350000.0,2022
